sku,categories,product_websites
WS01-M-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01-L-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01-L-Green,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01-L-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01-XL-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01-XL-Green,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01-XL-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS01,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-XS-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-XS-Orange,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-XS-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-S-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-S-Orange,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-S-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-M-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-M-Orange,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-M-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-L-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-L-Orange,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-L-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-XL-Black,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-XL-Orange,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05-XL-Yellow,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WS05,"Luma Europe Catalog/Women/Tops/T-Shirts,Luma Europe Catalog/Promotions/Tees","luma_gbp,luma_euro"
WB01-XS-Black,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-XS-Gray,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-XS-Purple,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-S-Black,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-S-Gray,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-S-Purple,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-M-Black,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-M-Gray,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-M-Purple,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-L-Black,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-L-Gray,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-L-Purple,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-XL-Black,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-XL-Gray,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01-XL-Purple,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB01,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WB02-XS-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-XS-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-XS-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-S-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-S-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-S-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-M-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-M-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-M-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-L-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-L-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-L-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-XL-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-XL-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02-XL-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB02,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB03-XS-Green,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-XS-Red,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-XS-Yellow,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-S-Green,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-S-Red,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-S-Yellow,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-M-Green,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-M-Red,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-M-Yellow,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-L-Green,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-L-Red,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-L-Yellow,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-XL-Green,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-XL-Red,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03-XL-Yellow,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB03,"Luma Europe Catalog/Women/Tops/Sports Bras,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WB04-XS-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-XS-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-XS-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-S-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-S-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-S-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-M-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-M-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-M-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-L-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-L-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-L-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-XL-Blue,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-XL-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04-XL-Yellow,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB04,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-XS-Black,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-XS-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-XS-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-S-Black,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-S-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-S-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-M-Black,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-M-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-M-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-L-Black,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-L-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-L-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-XL-Black,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-XL-Orange,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05-XL-Purple,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WB05,Luma Europe Catalog/Women/Tops/Sports Bras,"luma_gbp,luma_euro"
WT01-XS-Black,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-XS-Blue,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-XS-Orange,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-S-Black,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-S-Blue,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-S-Orange,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-M-Black,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-M-Blue,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-M-Orange,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-L-Black,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-L-Blue,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-L-Orange,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-XL-Black,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-XL-Blue,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01-XL-Orange,Luma Europe Catalog/Collections/Eco Friendly,"luma_gbp,luma_euro"
WT01,"Luma Europe Catalog/Collections/Eco Friendly,Luma Europe Catalog/Women/Tops/Tank Tops","luma_gbp,luma_euro"
WT02-XS-Green,,"luma_gbp,luma_euro"
WT02-XS-Orange,,"luma_gbp,luma_euro"
WT02-XS-Yellow,,"luma_gbp,luma_euro"
WT02-S-Green,,"luma_gbp,luma_euro"
WT02-S-Orange,,"luma_gbp,luma_euro"
WT02-S-Yellow,,"luma_gbp,luma_euro"
WT02-M-Green,,"luma_gbp,luma_euro"
WT02-M-Orange,,"luma_gbp,luma_euro"
WT02-M-Yellow,,"luma_gbp,luma_euro"
WT02-L-Green,,"luma_gbp,luma_euro"
WT02-L-Orange,,"luma_gbp,luma_euro"
WT02-L-Yellow,,"luma_gbp,luma_euro"
WT02-XL-Green,,"luma_gbp,luma_euro"
WT02-XL-Orange,,"luma_gbp,luma_euro"
WT02-XL-Yellow,,"luma_gbp,luma_euro"
WT02,Luma Europe Catalog/Women/Tops/Tank Tops,"luma_gbp,luma_euro"
WT03-XS-Orange,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-XS-Purple,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-XS-Red,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-S-Orange,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-S-Purple,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-S-Red,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-M-Orange,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-M-Purple,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-M-Red,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-L-Orange,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-L-Purple,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-L-Red,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-XL-Orange,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-XL-Purple,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03-XL-Red,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT03,"Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends,Luma Europe Catalog/Women/Tops/Tank Tops","luma_gbp,luma_euro"
WT04-XS-Blue,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-XS-Purple,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-XS-Red,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-S-Blue,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-S-Purple,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-S-Red,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-M-Blue,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-M-Purple,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-M-Red,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-L-Blue,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-L-Purple,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-L-Red,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-XL-Blue,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-XL-Purple,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04-XL-Red,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT04,"Luma Europe Catalog/Collections/Performance Fabrics,Luma Europe Catalog/Women/Tops/Tank Tops","luma_gbp,luma_euro"
WT05-XS-Orange,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-XS-Purple,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-XS-White,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-S-Orange,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-S-Purple,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-S-White,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-M-Orange,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-M-Purple,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-M-White,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-L-Orange,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-L-Purple,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-L-White,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-XL-Orange,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-XL-Purple,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05-XL-White,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT05,Luma Europe Catalog/Collections/Erin Recommends,"luma_gbp,luma_euro"
WT06-XS-Blue,,"luma_gbp,luma_euro"
WT06-XS-Red,,"luma_gbp,luma_euro"
WT06-XS-Yellow,,"luma_gbp,luma_euro"
WT06-S-Blue,,"luma_gbp,luma_euro"
WT06-S-Red,,"luma_gbp,luma_euro"
WT06-S-Yellow,,"luma_gbp,luma_euro"
WT06-M-Blue,,"luma_gbp,luma_euro"
WT06-M-Red,,"luma_gbp,luma_euro"
WT06-M-Yellow,,"luma_gbp,luma_euro"
WT06-L-Blue,,"luma_gbp,luma_euro"
WT06-L-Red,,"luma_gbp,luma_euro"
WT06-L-Yellow,,"luma_gbp,luma_euro"
WT06-XL-Blue,,"luma_gbp,luma_euro"
WT06-XL-Red,,"luma_gbp,luma_euro"
WT06-XL-Yellow,,"luma_gbp,luma_euro"
WT06,Luma Europe Catalog/Women/Tops/Tank Tops,"luma_gbp,luma_euro"
WT07-XS-Green,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-XS-White,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-XS-Yellow,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-S-Green,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-S-White,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-S-Yellow,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-M-Green,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-M-White,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-M-Yellow,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-L-Green,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-L-White,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-L-Yellow,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-XL-Green,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-XL-White,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07-XL-Yellow,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT07,Luma Europe Catalog/Collections/Performance Fabrics,"luma_gbp,luma_euro"
WT08-XS-Black,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-XS-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-XS-Yellow,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-S-Black,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-S-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-S-Yellow,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-M-Black,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-M-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-M-Yellow,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-L-Black,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-L-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-L-Yellow,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-XL-Black,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-XL-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08-XL-Yellow,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WT08,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics,Luma Europe Catalog/Women/Tops/Tank Tops","luma_gbp,luma_euro"
WT09-XS-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT09-XS-White,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT09-XS-Yellow,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT09-S-Purple,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WT09-S-White,"Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
